"2013-10-31 05:32:14",3,34,178
"2013-10-31 06:26:52",1,29,0
"2013-10-31 06:26:52",3,34,169
"2013-10-31 06:26:52",5,32,53
"2013-11-11 02:59:27",2,28,191
"2013-11-11 02:59:27",3,37,191
"2013-11-11 03:01:26",2,29,191
"2013-11-11 03:01:26",3,39,191
"2013-11-11 03:05:42",2,30,0
"2013-11-11 03:05:42",3,34,197
"2013-11-11 04:47:28",3,32,178
"2013-11-11 05:01:25",3,30,46
"2013-11-11 05:16:50",2,36,0
"2013-11-11 05:16:50",3,39,46
"2013-11-11 05:20:52",2,36,0
"2013-11-11 05:20:52",3,40,80
